address,zip_code,building_name,leasing_phone,leasing_email,website,numberofunits,year_built,number_stories,total_livable_area,market_value,owner_business_name,parcel_number,contact_confidence,source,active_listings_count,studio_count,br1_count,br2_count,br3plus_count,rent_min,rent_max,year_built_source,construction_era,website_source,lon,lat
241 S 49TH ST,19139,Olympic Tower Apartments,+1 215-536-3555,,,127,1925,8,111888,20438500,49TH AND SPRUCE ASSOCIATES LP,881145500,matched,opa_license,15,0,4,11,0,1525,1975,opa_license,Pre-1950,,-75.219609,39.954606
531-51 E WASHINGTON LN,19144,Washington Lane Apartments,+1 267-415-4160,,,126,1950,,103924,5696000,CABOUCHON PROPERTIES LLC,886613400,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.174646,40.050666
824-34 RED LION RD,19115,Ambassador Apartments,+1 215-673-7707,,,126,1977,2,148309,17287500,AMBASSADOR II APTS,881196500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.03156,40.103092
1727 W HUNTING PARK AVE,19140,Opportunities Tower I & II,(215) 844-4848,,,126,1987,,100942,5607000,ERIN DEVLIN AGT,886810736,websearch,opa_license,0,,,,,,,opa_license,1980-1999,,-75.156051,40.015474
400 S 40TH ST,19104,Luna on Pine,+1 888-609-1171,,,122,2018,5,114840,21774000,"AZALEA GARDENS PARTNERS, LP",881606750,matched,opa_license,1,1,0,0,0,1325,1325,opa_license,2010-2019,,-75.203809,39.9505
9517-55 STATE RD,19114,Waterside Apartments,+1 215-632-8188,,,120,1986,2,130000,19410300,RIVERS EDGE ASSOCIATES,881233175,matched,opa_license,0,,,,,,,opa_license,1980-1999,,-74.98272,40.048036
4991 PARKSIDE AVE,19131,Bryn Mawr Apartments,+1 877-783-1908,,,120,1947,2,131320,12939600,WYNNEFIELD TERRACE ASSOC,881155300,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.224639,39.989023
7810-20 ALGON AVE,19111,Algon Flats Apartments,+1 215-712-8575,algonflats@galmangroup.com,https://www.galmangroup.com,120,1963,3,113256,15764000,GALMAN ALGON 2018 LP,881168000,matched,opa_license,1,0,1,0,0,1435,1435,opa_license,1950-1979,derived_from_email,-75.066813,40.063292
800 COTTMAN AVE,19111,Regency Park Apartments,+1 877-506-6356,,,120,1974,4,298995,31945100,NEWTOWNE PARK ASSOCIATES,881130500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.088426,40.061395
1531 W TIOGA ST,19140,Tioga Presbyterian Apartments,+1 215-225-9544,,,114,1996,7,97964,8496700,"TIOGA PRESBYTERIAN APARTMENTS, INC.",881299290,matched,opa_license,0,,,,,,,opa_license,1980-1999,,-75.154687,40.00683
12001-09 BUSTLETON AVE,19116,Arthur and Estelle Sidewater House,+1 215-673-6446,,,114,1986,6,81799,12480900,ARBOR HOUSE INC,881201700,matched,opa_license,0,,,,,,,opa_license,1980-1999,,-75.015211,40.121553
4628 LEIPER ST,19124,Grand Leiper Apartments,+1 866-488-3650,,,113,1945,4,82600,8479100,AVONDALE APTS LP,881105000,matched,opa_license,1,1,0,0,0,798,798,opa_license,Pre-1950,,-75.08698,40.018039
2901 WELSH RD,19152,Fountain Gardens Apartments,+1 844-762-1106,,,111,1972,3,98757,12130100,2901 WELSH ROAD ASSOCIATES,881190500,matched,opa_license,1,1,0,0,0,1159,1159,opa_license,1950-1979,,-75.027531,40.061758
5100 LEBANON AVE,19131,Bryn Mawr Apartments,+1 877-783-1908,,,110,1956,10,111000,12601700,BRYN MAWR SUITES LP,881158500,matched,opa_license,1,1,0,0,0,1100,1100,opa_license,1950-1979,,-75.227032,39.988734
339 N BROAD ST,19107,The Packard Building,+1 215-267-4490,,,110,2017,5,115109,29000000,NB PROJECT OWNER LLC,881041339,matched,opa_license,0,,,,,,,opa_license,2010-2019,,-75.161508,39.959253
4931-59 SPRUCE ST,19139,Olympic Tower Apartments,+1 215-536-3555,parkside-leasing@altmanco.com,https://www.altmanco.com,109,1925,4,68550,3900000,TERRACE APARTMNETS,881215555,matched,opa_license,0,,,,,,,opa_license,Pre-1950,derived_from_email,-75.221533,39.95439
4300-22 CHESTNUT ST,19104,Fairfax Apartments,+1 267-332-1996,,,109,1907,4,76200,19360800,"NETHERLANDS APTS., LP",881121700,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.209163,39.956228
6210-42 E ROOSEVELT BLVD,19149,Audubon Homes,+1 267-332-8443,,,108,1960,2,83318,10291600,MMT PHILLY LLC,881163650,matched,opa_license,9,0,6,3,0,1210,1545,opa_license,1950-1979,,-75.074106,40.035127
3120 W SCHOOL HOUSE LN,19144,Independence Plaza Apartments (Philau Independence Plaza),,,,108,1961,2,139200,28617800,PHILADELPHIA UNIVERSITY,881451100,websearch,opa_license,0,,,,,,,opa_license,1950-1979,,-75.188507,40.021423
450 BYBERRY RD,19116,Forest Station Apartments,+1 215-874-6365,,,108,1968,3,110380,15405000,AUDUBON ESTATES PARTNERS LTD,881201500,matched,opa_license,1,0,1,0,0,1280,1280,opa_license,1950-1979,,-75.019679,40.12525
730 BYBERRY RD,19116,Arthur and Estelle Sidewater House,+1 215-673-6446,,,106,1971,6,100000,5046600,FOP SENIOR CITIZENS,881201620,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.013534,40.121673
1220 LINDLEY AVE,19141,Lindley Court Apartments,+1 215-457-1336,,,106,1938,7,63728,8278900,LINDLEY TOWER REALTY CO LP,881150650,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.143894,40.029856
1900 W ALLEGHENY AVE,19132,The New Courtland Apartments,215-684-4174,info@newcourtland.org,https://www.newcourtland.org,105,2016,,34800,1128000,NEWCOURTLAND APTS AT ALLEGHENY 2 LP,886653905,matched,opa_license,0,,,,,,,opa_license,2010-2019,derived_from_email,-75.160669,40.002049
9629 BUSTLETON AVE,19115,Chapelcroft Apartments,+1 267-459-8489,,,105,1964,4,78015,10886400,CHAPELCROFT HOLDINGS LP,881198000,matched,opa_license,1,0,1,0,0,1390,1390,opa_license,1950-1979,,-75.034537,40.087148
1605-27 SANSOM ST,19103,Josephine,+1 267-310-3034,leasingsansom@pancomgt.com,https://www.pancomgt.com,104,2013,8,88978,28291400,G2S2 ASSOCIATES LP,881547010,matched,opa_license,1,0,1,0,0,1927,1927,opa_license,2010-2019,derived_from_email,-75.16814,39.950753
6515-27 EVERETT AVE,19149,Everett Court Apartments,+1 215-744-8271,,,102,1963,3,65870,13013800,EVERETT COURT REALTY ASSOC LP,881164505,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.074038,40.040526
3943-45 CHESTNUT ST,19104,3939 Chestnut Street,+1 215-921-4061,,,101,2006,10,85800,24082000,40TH STREET PROMENADE LP,881600113,matched,opa_license,2,2,0,0,0,1325,1354,opa_license,2000-2009,,-75.201977,39.955919
121-23 S 41ST ST,19104,Uno on Chestnut,+1 267-215-3536,,,100,2017,5,12500,8972300,121 SOUTH 41ST STREET LLC,881121185,matched,opa_license,0,,,,,,,opa_license,2010-2019,,-75.204633,39.954941
5522 ARCH ST,19139,Booth Manor,(215) 471-0500,,,100,2007,6,83250,8846100,MULTIFAMILY MANANGEMENT,881450820,websearch,opa_license,0,,,,,,,opa_license,2000-2009,,-75.230477,39.961897
3800 GATEWAY DR,19145,The Enclaves,+1 844-581-5799,,,100,1968,6,82400,11121700,PARK BRADFORD APARTMENTS LP,881113305,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.192292,39.903473
200 E SOMERSET ST,19134,Somerset Villas,+1 215-423-0090,,,99,1991,5,79355,9519500,SOMERSET VILLAS INC,886905900,matched,opa_license,0,,,,,,,opa_license,1980-1999,,-75.127912,39.991757
800 N DELAWARE AVE,19123,Residences at 1 Brown,+1 215-764-5909,,,98,1950,8,120000,23337400,800 DELAWARE AVE ASSOCIATES LP,881006076,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.136905,39.962509
1201-05 CHESTNUT ST,19107,The Collins Apartments,+1 267-881-0177,,,98,1902,15,110250,22912000,THE COMMONWEALTH,881301100,matched,opa_license,11,4,6,1,0,1450,2965,opa_license,Pre-1950,,-75.160321,39.950708
3300 CHESTNUT ST,19104,The Left Bank,+1 814-787-1063,,,98,1920,5,195000,43414400,UNIVERSITY OF PENNA TRUSTEES,881822490,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.190927,39.953445
1224-34 SPRUCE ST,19107,1316 Pine Street Apartments,+1 267-432-7288,,,97,1925,8,68445,12058700,UNIVERSITY OF THE ARTS,881505710,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.162382,39.946451
4045 BALTIMORE AVE,19104,Luna on Pine,+1 888-609-1171,,https://www.tammymcmullin.kw.com,97,1926,6,63575,16205200,NEW HORIZON WEST I LP,881121145,matched,opa_license,2,0,1,1,0,1675,1750,opa_license,Pre-1950,rentcast_api,-75.205411,39.950179
8515-25 RISING SUN AVE,19111,Timbercove Apartments,+1 215-676-4169,,,96,1972,2,92160,11176700,"REAL PROPERTIES, MGR J. LIPNER",881229500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.067185,40.077625
351 E MOUNT PLEASANT AVE,19119,Sedgwick Station Apartments,+1 215-795-4390,,,93,1960,3,63379,8197300,SEDGWICK STATION,881096500,matched,opa_license,1,0,1,0,0,1550,1550,opa_license,1950-1979,,-75.184694,40.063425
1000 DIAMOND ST,19122,Temple Crossing,+1 215-714-1100,,https://null,92,2012,5,120000,23139700,1000 DIAMOND STREET LP,881147275,matched,opa_license,3,0,2,1,0,760,1900,opa_license,2010-2019,rentcast_api,-75.150089,39.983376
121-23 W TULPEHOCKEN ST,19144,Copley Manor Apartments,,,,92,1929,4,52700,7090400,121-23 WEST TULPEHOCKEN RD LLC,881211400,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.182914,40.039959
7201-49 REVERE ST,19149,Revere Court Apartments,+1 267-281-9224,,,91,1960,3,65600,10392800,REVERE COURT 2015 LP & GEF REVERE COURT LP,881231105,matched,opa_license,1,0,1,0,0,1245,1245,opa_license,1950-1979,,-75.053922,40.042418
4619-21 CHESTER AVE,19143,University Court on Chester Apartments,+1 215-921-5486,,,90,1920,5,39952,6931000,NEW HORIZONS WEST LANE LLC,881117225,matched,opa_license,1,0,1,0,0,1195,1195,opa_license,Pre-1950,,-75.214032,39.946358
4401 CONSHOHOCKEN AVE,19131,Vista Apartment Homes,+1 267-376-8914,,,89,1961,4,80000,11816700,ASHME REALTY ASSOCIATES,881156500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.220419,40.000326
7012-24 RISING SUN AVE,19111,Oxford Towers Apartments,+1 814-517-7480,,,88,2004,3,76260,10198700,AUSTIN MANOR APARTMENTS,881131000,matched,opa_license,1,0,1,0,0,1395,1395,opa_license,2000-2009,,-75.088481,40.057878
7801 E ROOSEVELT BLVD,19152,Winchester Walk Apartments - Roosevelt Blvd,+1 215-692-6057,,,88,1954,2,66550,8465400,R3W INTERMEDIATE HOLDINGS LLC,881230301,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.047851,40.054356
1418 CONLYN ST,19141,Eli Court,+1 267-930-1269,,,88,1925,4,48520,5154200,ELI COURT LP,881071100,matched,opa_license,1,1,0,0,0,927,927,opa_license,Pre-1950,,-75.14523,40.042183
2101 GLENDALE AVE,19152,Northeast Apartments - Glendale Arms,+1 215-333-5522,,,88,1965,4,85253,9300100,NORTHEAST APARTMENT ASSOCIATION LP,881171500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.057925,40.056022
4035 PARRISH ST,19104,Sarah Allen Senior Home,+1 215-222-2700,,,87,1931,7,39774,8497000,C/O FRIENDS REHAB PROGRAM INC,881822370,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.204923,39.968696
301 S 19TH ST,19103,Rittenhouse Claridge,+1 215-546-2525,,,87,1920,16,78750,26434800,WOLGIN SEIDMAN PARTNERSHIP,881021500,matched,opa_license,1,1,0,0,0,2065,2065,opa_license,Pre-1950,,-75.172664,39.947702
6000-30 TABOR AVE,19111,Lawndale Apartments,+1 877-561-2898,,,86,1947,2,51800,7205500,LAWNDALE APARTMENTS,881129100,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.096411,40.043323
521-31 S BROAD ST,19147,1316 Pine Street Apartments,+1 267-432-7288,,http://tcsgroup.com,85,2013,7,118616,24500000,SOUTHSTAR LOFTS,881576560,matched,opa_license,14,2,9,3,0,1748,3133,opa_license,2010-2019,rentcast_api,-75.164942,39.943782
1411-19 WALNUT ST,19102,Westbury Apartments,(215) 545-5100,,https://null,84,1890,3,29703,19368700,WASHINGTON SQUARE PARTNERS,881012220,matched,opa_license,10,0,6,4,0,1675,3750,opa_license,Pre-1950,rentcast_api,-75.164937,39.949643
1801-41 EVARTS ST,19152,Tustin Court Apartments,+1 215-613-1963,,,84,1960,3,67500,7472900,EMERSON APTS LP,881176000,matched,opa_license,1,0,1,0,0,1200,1200,opa_license,1950-1979,,-75.049746,40.07257
4111 WALNUT ST,19104,Fairfax Apartments,+1 267-332-1996,,,84,1927,5,65910,10831200,4111 WALNUT STREET PARTNERS LP,881121000,matched,opa_license,1,1,0,0,0,1255,1255,opa_license,Pre-1950,,-75.205764,39.954919
3600-30 LANCASTER AVE,19104,Arrive University City,+1 888-910-2827,,,83,1870,3,142199,35104300,"CA RESIDENTIAL DREXEL, LLC",881111200,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.194269,39.958518
215 W WALNUT LN,19144,Walnut Terrace,+1 215-843-1392,,,83,1929,4,60524,7095300,WALLINGFORD 2007 ASSOCIATES LP,881211500,matched,opa_license,11,2,8,1,0,1095,1495,opa_license,Pre-1950,,-75.182799,40.03726
4720-40 PINE ST,19143,Olympic Tower Apartments,+1 215-536-3555,,,83,1934,4,60104,8850900,GARDEN COURT SOUTH ASSOCIATES,881145700,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.217449,39.952213
1120 N 66TH ST,19151,Courtyard Apartments,+1 215-310-7333,,,82,1943,2,39856,4939000,LOTUS VILLAGE ASOCIATES LP,881129000,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.254723,39.979948
5515 WISSAHICKON AVE,19144,The Avenue at East Falls,+1 888-516-3223,,,81,1929,4,104679,6928300,MARCHWOOD REALTY CO LP,881062500,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.181976,40.026844
4039 CHESTNUT ST,19104,Uno on Chestnut,+1 267-215-3536,,,81,1926,5,43776,7315500,UNIVERSITY OF PENNA TRUSTEES,881117800,matched,opa_license,1,1,0,0,0,1015,1015,opa_license,Pre-1950,,-75.2042,39.95626
414-24 S 48TH ST,19143,Olympic Tower Apartments,+1 215-536-3555,,,80,1925,4,31172,7194700,BERGER REAL ESTATE INVESTMENT INC,881117300,matched,opa_license,1,1,0,0,0,905,905,opa_license,Pre-1950,,-75.218812,39.952074
2600 WELSH RD,19152,Winchester Walk Apartments - Welsh Road,+1 215-692-6057,,,80,1960,2,57080,8470400,R3W INTERMEDIATE HOLDINGS LLC,881188000,matched,opa_license,1,0,1,0,0,1430,1430,opa_license,1950-1979,,-75.032614,40.07111
1136-48 N AMERICAN ST,19123,The Fountain Building,+1 267-682-6130,,,80,1885,4,67061,16881200,"FOUNTAIN BUILDING ASSOCIATES, LP",881006730,matched,opa_license,1,0,1,0,0,1475,1475,opa_license,Pre-1950,,-75.140922,39.968616
9115 ACADEMY RD,19136,Tolbut 4409,+1 267-376-7752,,,80,1965,3,54880,8693500,GORDON* MICHAEL,881194000,matched,opa_license,1,1,0,0,0,995,995,opa_license,1950-1979,,-75.009187,40.052954
1203 GERMANTOWN AVE,19122,G8ONE Apartment Building,+1 267-889-0038,,https://brynmawr.yourkwoffice.com,79,2017,4,99036,15691600,SMN P2 LLC,881006867,matched,opa_license,5,1,2,2,0,1493,2650,opa_license,2010-2019,rentcast_api,-75.140394,39.970414
2039 CHERRY ST,19103,The Sterling Apartment Homes,+1 814-559-4156,,,79,1920,5,23090,7925000,MOORE COLLEGE OF ART & DESIGN,881038210,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.173567,39.956827
1430 N 31ST ST,19121,The Hub at 31 Brewerytown,+1 267-419-7667,,,78,2019,5,54290,13996000,WESTRUM BT2 LP,881822816,matched,opa_license,9,3,2,4,0,1365,2400,opa_license,2010-2019,,-75.18661,39.978661
216 S 48TH ST,19139,Olympic Tower Apartments,+1 215-536-3555,,,78,1930,4,66336,8305100,MADISON AVENUE A LLC,881144025,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.218177,39.955245
6025 E ROOSEVELT BLVD,19149,Oakland Terrace,+1 215-853-6097,,,78,1963,3,72840,6904200,OAKLAND TERRACE 2012 LP,881222000,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.076906,40.032756
10102 JAMISON AVE,19116,Lion's Gate Apartments,+1 215-791-8375,,,78,1980,6,58440,7608400,CENTER PARK HOUSE INC,881202600,matched,opa_license,0,,,,,,,opa_license,1980-1999,,-75.022367,40.100938
4605-11 CHESTER AVE,19143,University Court on Chester Apartments,+1 215-921-5486,,,77,1925,4,29960,8806500,"CHESTER PLAZA, LP",881117200,matched,opa_license,1,1,0,0,0,995,995,opa_license,Pre-1950,,-75.213381,39.946753
1300-20 E JOHNSON ST,19138,Stenton Garden Apartments,+1 215-267-4252,,,76,1951,2,65338,7216700,STENTON GARDEN APARTMENTS CH LLC,881094500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.167553,40.0594
3514-30 LANCASTER AVE,19104,Arrive University City,+1 888-910-2827,,https://www.jg-realestate.com,76,1870,4,71993,11434700,JAR HOLDINGS LLC,881111127,matched,opa_license,2,1,0,1,0,1550,1825,opa_license,Pre-1950,rentcast_api,-75.193276,39.957933
312-22 WALNUT ST,19106,The Ryland,+1 267-481-8961,,https://www.maxwellrealty.com,76,1915,7,82200,15886800,"312 WALNUT STREET ASSOCIATES, LP",881500150,matched,opa_license,2,0,2,0,0,2050,2265,opa_license,Pre-1950,rentcast_api,-75.147202,39.946971
6301-35 N 10TH ST,19141,Eola Park Apartments,+1 844-832-1485,,,76,1960,4,64700,5663300,REGENCY HOUSE ASSOCIATES,881150500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.135335,40.047716
6201-21 CRITTENDEN ST,19138,Stenton Garden Apartments,+1 215-267-4252,,,75,1951,3,43952,6834200,WASHINGTON LANE 2005 LP,881210000,matched,opa_license,1,1,0,0,0,900,900,opa_license,1950-1979,,-75.164614,40.057281
2120-34 N 63RD ST,19151,6300 CITY AVE,+1 267-885-2858,,,75,1925,5,65700,9351200,PENNBROOK APARTMENTS,881128200,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.250558,39.988814
2661-69 WILLITS RD,19114,Welshwood Apartments,+1 215-676-3440,,,75,1967,3,208761,22651100,A P WELSH LP,881191500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.027096,40.067651
2938 MIDVALE AVE,19129,Carlton Park Apartments,+1 267-297-7980,,,74,1958,2,72488,9734700,CARLTON PARK APARTMENTS LLC ,881083600,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.180366,40.02155
601-07 CHURCH LN,19144,Penn Lee Apartments,+1 215-310-7333,,,74,1963,3,77145,7124600,CHURCH LANE LLC,881058000,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.163899,40.041662
1300-54 N 2ND ST,19122,Ray Philly,+1 484-261-9372,,,72,2019,7,390773,59527000,"DWELL AT SECOND STREET, LLC",881006745,matched,opa_license,3,1,1,1,0,1600,3000,opa_license,2010-2019,,-75.139594,39.971702
1417 N 15TH ST,19121,The Greenery Apartments,+1 267-530-1047,,,72,2010,4,79937,11650800,CARLISLE STREET PARTNERS LP,881146105,matched,opa_license,0,,,,,,,opa_license,2010-2019,,-75.159957,39.975362
5300-30 CITY AVE,19131,Hardie House,,,,72,2004,5,108390,18615000,ST JOSEPH UNIVERSITY,881155420,matched,opa_license,0,,,,,,,opa_license,2000-2009,,-75.234419,39.996914
5001-23 ERRINGER PL,19144,Congress Hall Apartments,+1 267-335-5927,,,71,1960,3,59500,6512200,CONGRESS HALL 2004 LP,881065000,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.171372,40.021335
1410 72ND AVE,19126,Mandela Apartments,+1 215-310-7333,,,70,1962,3,56192,5434500,FERNROCK APARTMENTS 2 LP,881054000,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.140637,40.06259
6212 CHESTNUT ST,19139,Chestnut Park Apartments,+1 215-515-4012,,,70,1920,4,43520,5936000,BRIGHTON COURT LP,881004810,matched,opa_license,2,0,1,1,0,1097,1200,opa_license,Pre-1950,,-75.245803,39.960762
4101-03 SPRUCE ST,19104,Fairfax Apartments,+1 267-332-1996,,,70,1930,4,44900,6322100,UNIVERSITY CITY ASSOCIATES,881120900,matched,opa_license,1,1,0,0,0,965,965,opa_license,Pre-1950,,-75.205747,39.95246
549 MANHEIM ST,19144,Birchwood Hill Apartments,+1 215-310-7333,,,69,1948,,65000,2747800,M W MANOR LP,886603500,matched,opa_license,1,0,0,1,0,1395,1395,opa_license,Pre-1950,,-75.175096,40.020659
900-04 N 63RD ST,19151,Overbrook Lofts,+1 267-699-2424,,,69,1927,4,56626,9011200,BERGER REAL ESTATE INVESTMENT INC,881125720,matched,opa_license,1,1,0,0,0,1111,1111,opa_license,Pre-1950,,-75.246626,39.978474
6200-08 WAYNE AVE,19144,Wood Norton Apartment Homes,+1 855-850-9714,,,69,1950,5,71432,5819300,CLIVEDEN WAYNE ASSOCIATES,881211900,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.186977,40.035947
1327-29 SPRUCE ST,19107,Westbury Apartments,+1 215-267-4027,,,69,1914,10,43080,13034400,MILESTONE APARTMENTS ASSOC LP,881014500,matched,opa_license,1,0,1,0,0,1360,1360,opa_license,Pre-1950,,-75.163934,39.947124
8225-29 E ROOSEVELT BLVD,19152,Pennypack Crossing,+1 877-879-5992,,,68,1959,3,35804,5968300,PARK CIRCLE ASSOCIATES LP,881230500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.042792,40.060289
7900 ALGON AVE,19111,Algon Flats Apartments,+1 215-712-8575,,,68,1974,3,63720,6452700,BARRY PLACE 2002 LP,881168500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.066133,40.064092
5000 WOODBINE AVE,19131,The Metropolitan Wynnefield,+1 888-468-3408,,,68,1953,4,78308,7797600,FAIRWAYS PLAZA INVESTORS LP,881155500,matched,opa_license,1,0,1,0,0,1145,1145,opa_license,1950-1979,,-75.226216,39.995054
6358 LANCASTER AVE,19151,The Elm on 63rd Street,+1 267-710-7589,,,67,1930,4,45500,8419800,"HANNAH RIBIAT, OFC MANAGER",881126100,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.250701,39.986299
1900 N 9TH ST,19122,Kardon/Atlantic Apartments,+1 215-236-8862,,,67,2012,4,159580,11583400,PASEO VERDE SOUTH APARTMENTS,881147295,matched,opa_license,0,,,,,,,opa_license,2010-2019,,-75.14899,39.981439
311 S JUNIPER ST,19107,1316 Pine Street Apartments,+1 267-432-7288,,,66,1923,10,80866,11874800,UNIVERSITY OF THE ARTS,881015550,matched,opa_license,1,1,0,0,0,1569,1569,opa_license,Pre-1950,,-75.163338,39.946157
700 W SOMERSET ST,19133,Dorado Village,+1 215-225-3511,,,66,1925,4,70200,1445400,700 SOMERSET PARTNERS LP,886604105,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.144173,39.99399
600-18 N 34TH ST,19104,Springline on 36th Apartments,+1 215-921-5486,,,66,2009,6,60557,6891600,MANTUA PRESBYTERIAN APTS INC,881812305,matched,opa_license,0,,,,,,,opa_license,2000-2009,,-75.192208,39.964307
1006 IVY HILL RD,19150,Laverock Place Apartments,+1 267-223-4288,,,66,1968,4,83286,7054200,LAVEROCK APTS 2007 LP,881155012,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.185547,40.074268
